CPV Code,Description
44162000Rørsystem44162100Leveranser,til rørsystemer44162200Distribusjon rørsystemer44162300Utløpsrørsystemer44162400Kummer av forglasset leire44162500Rørledninger til drikkevann
44162100Leveranser,til rørsystemer
44162200Distribusjon,rørsystemer
44162400Kummer,av forglasset leire
44162500Rørledninger,til drikkevann
44163000Rør,og armatur44163100Rør44163110Dreneringsrør44163120Fjernvarmerørledninger44163130Spillvannsrør44163140Damp- og vannrør44163150Lavtrykksrør44163160Distribusjonsrør og tilbehør44163200Rørbeslag44163210Rørklemmer44163230Rørkoblinger44163240Rørskøter
44163100Rør44163110Dreneringsrør44163120Fjernvarmerørledninger44163130Spillvannsrør44163140Damp-,og vannrør44163150Lavtrykksrør44163160Distribusjonsrør og tilbehør
44163140Damp-,og vannrør
44163160Distribusjonsrør,og tilbehør
44164000Fôringsrør,og rørledninger44164100Fôringsrør44164200Tuber44164300Røremner44164310Tuber og beslag
44164300Røremner44164310Tuber,og beslag
44164310Tuber,og beslag
"44165000Slanger,",stigerør og hylser44165100Slanger44165110Boreslanger44165200Stigerør44165210Bøyelige stigerør44165300Hylser
44165200Stigerør44165210Bøyelige,stigerør
44165210Bøyelige,stigerør
44166000Rørmateriale,til oljeindustrien.
44167000Diverse,"rørarmaturer44167100Koplinger44167110Flenser44167200Reparasjonstvinger og krager44167300Rørbøyninger, T-rør og rørarmatur44167400Vinkler"
44167200Reparasjonstvinger,og krager
"44167300Rørbøyninger,",T-rør og rørarmatur
"44170000Plater,","flak, remser og folie i forbindelse med konstruksjonsmaterialer44171000Plater (konstruksjon)44172000Flak (konstruksjon)44173000Remser44174000Folie44175000Paneler44176000Film"
44171000Plater,(konstruksjon)
44172000Flak,(konstruksjon)
44190000Diverse,konstruksjonsmateriell44191000Diverse konstruksjonsmateriell i tre44191100Kryssfiner44191200Laminert tre44191300Sponplater44191400Fiberplater44191500Komprimert tre44191600Parkettplater44192000Andre diverse konstruksjonsmateriell44192100PVC-skum44192200Spiker
44191000Diverse,konstruksjonsmateriell i tre44191100Kryssfiner44191200Laminert tre44191300Sponplater44191400Fiberplater44191500Komprimert tre44191600Parkettplater
44191200Laminert,tre
44191500Komprimert,tre
44192000Andre,diverse konstruksjonsmateriell44192100PVC-skum44192200Spiker
44200000Strukturprodukter44210000Strukturer,"og deler av strukturer44211000Prefabrikkerte bygninger44211100Moduloppbygde og mobile brakker44211110Brakker og hytter44211200Små brakker44211300Feltsykehus44211400Feltkjøkkener44211500Veksthus44212000Strukturprodukter og deler, bortsett fra Prefabrikkerte bygninger44212100Bro44212110Broseksjoner44212120Brostrukturer44212200Tårn, fagverksmaster, løftekraner og master44212210Løftekraner44212220Pyloner, master og påler44212230Tårn44212240Dragere44212250Master44212260Radio- og fjernsynsmaster44212300Strukturer og deler44212310Stillaser44212320Diverse strukturer44212380Deler av strukturer44212390Sluser44212400Spunter44212410Spuntvegger44212500Bøyer og seksjoner44212510Bøyer44212520Seksjoner44220000Bygningstømmer44221000Vinduer, dører og tilbehør44221100Vinduer44221110Vinduskarmer44221120Vindusdører44221200Dører44221210Dørblad44221220Branndører44221230Skyvedører44221240Garasjeporter44221300Porter44221310Adgangsporter44221400Skodder44221500Dørstokker44230000Snekkerartikler44231000Ferdiglagete gjerdeplater44232000Taksperrer av tre44233000Trapper"
44210000Strukturer,"og deler av strukturer44211000Prefabrikkerte bygninger44211100Moduloppbygde og mobile brakker44211110Brakker og hytter44211200Små brakker44211300Feltsykehus44211400Feltkjøkkener44211500Veksthus44212000Strukturprodukter og deler, bortsett fra Prefabrikkerte bygninger44212100Bro44212110Broseksjoner44212120Brostrukturer44212200Tårn, fagverksmaster, løftekraner og master44212210Løftekraner44212220Pyloner, master og påler44212230Tårn44212240Dragere44212250Master44212260Radio- og fjernsynsmaster44212300Strukturer og deler44212310Stillaser44212320Diverse strukturer44212380Deler av strukturer44212390Sluser44212400Spunter44212410Spuntvegger44212500Bøyer og seksjoner44212510Bøyer44212520Seksjoner"
44211000Prefabrikkerte,bygninger44211100Moduloppbygde og mobile brakker44211110Brakker og hytter44211200Små brakker44211300Feltsykehus44211400Feltkjøkkener44211500Veksthus
44211100Moduloppbygde,og mobile brakker44211110Brakker og hytter
44211110Brakker,og hytter
44211200Små,brakker
44212000Strukturprodukter,"og deler, bortsett fra Prefabrikkerte bygninger44212100Bro44212110Broseksjoner44212120Brostrukturer44212200Tårn, fagverksmaster, løftekraner og master44212210Løftekraner44212220Pyloner, master og påler44212230Tårn44212240Dragere44212250Master44212260Radio- og fjernsynsmaster44212300Strukturer og deler44212310Stillaser44212320Diverse strukturer44212380Deler av strukturer44212390Sluser44212400Spunter44212410Spuntvegger44212500Bøyer og seksjoner44212510Bøyer44212520Seksjoner"
"44212200Tårn,","fagverksmaster, løftekraner og master44212210Løftekraner44212220Pyloner, master og påler44212230Tårn44212240Dragere44212250Master44212260Radio- og fjernsynsmaster"
"44212220Pyloner,",master og påler
44212260Radio-,og fjernsynsmaster
44212300Strukturer,og deler44212310Stillaser44212320Diverse strukturer44212380Deler av strukturer44212390Sluser
44212320Diverse,strukturer
44212380Deler,av strukturer
44212500Bøyer,og seksjoner44212510Bøyer44212520Seksjoner
"44220000Bygningstømmer44221000Vinduer,",dører og tilbehør44221100Vinduer44221110Vinduskarmer44221120Vindusdører44221200Dører44221210Dørblad44221220Branndører44221230Skyvedører44221240Garasjeporter44221300Porter44221310Adgangsporter44221400Skodder44221500Dørstokker
"44221000Vinduer,",dører og tilbehør44221100Vinduer44221110Vinduskarmer44221120Vindusdører44221200Dører44221210Dørblad44221220Branndører44221230Skyvedører44221240Garasjeporter44221300Porter44221310Adgangsporter44221400Skodder44221500Dørstokker
44230000Snekkerartikler44231000Ferdiglagete,gjerdeplater44232000Taksperrer av tre44233000Trapper
44231000Ferdiglagete,gjerdeplater
44232000Taksperrer,av tre
"44300000Kabler,","metalltråd og beslektede produkter44310000Metalltråd produkter44311000Ståltrådskabel44312000Inngjerdingstråd44312300Piggtråd44313000Metallnett44313100Gjerde av trådnett44313200Metall duk44315000Valsetråd44315100Sveisetilbehør44315200Sveisematerialer44315300Materialer til lodding eller slaglodding44315310Materialer til lodding44315320Materialer til slaglodding44316000Jernvarer44316100Ambolter44316200Feltsmie44316300Rister44316400Metallprodukter44316500Smedprodukter44316510Grovsmidde produkter44317000Stropper av jern eller stål44318000Ledere44320000Kabel og tilhørende produkter44321000Kabel44322000Tilbehør til kabler44322100Kabelrør44322200Kabelkoplinger44322300Kabelkanal, -rør44322400Festeanordninger til kabler44330000Barrer, stenger, ledninger og profiler til bruk i konstruksjon44331000Barrer44332000Stenger (konstruksjon)44333000Ledninger44334000Profiler"
44310000Metalltråd,produkter44311000Ståltrådskabel44312000Inngjerdingstråd44312300Piggtråd44313000Metallnett44313100Gjerde av trådnett44313200Metall duk44315000Valsetråd44315100Sveisetilbehør44315200Sveisematerialer44315300Materialer til lodding eller slaglodding44315310Materialer til lodding44315320Materialer til slaglodding44316000Jernvarer44316100Ambolter44316200Feltsmie44316300Rister44316400Metallprodukter44316500Smedprodukter44316510Grovsmidde produkter44317000Stropper av jern eller stål44318000Ledere
44313000Metallnett44313100Gjerde,av trådnett44313200Metall duk
44313100Gjerde,av trådnett
44313200Metall,duk
44315000Valsetråd44315100Sveisetilbehør44315200Sveisematerialer44315300Materialer,til lodding eller slaglodding44315310Materialer til lodding44315320Materialer til slaglodding
44315300Materialer,til lodding eller slaglodding44315310Materialer til lodding44315320Materialer til slaglodding
44315310Materialer,til lodding
44315320Materialer,til slaglodding
44316000Jernvarer44316100Ambolter44316200Feltsmie44316300Rister44316400Metallprodukter44316500Smedprodukter44316510Grovsmidde,produkter
44316500Smedprodukter44316510Grovsmidde,produkter
44316510Grovsmidde,produkter
44317000Stropper,av jern eller stål
44320000Kabel,"og tilhørende produkter44321000Kabel44322000Tilbehør til kabler44322100Kabelrør44322200Kabelkoplinger44322300Kabelkanal, -rør44322400Festeanordninger til kabler"
44322000Tilbehør,"til kabler44322100Kabelrør44322200Kabelkoplinger44322300Kabelkanal, -rør44322400Festeanordninger til kabler"
"44322300Kabelkanal,",-rør
44322400Festeanordninger,til kabler
"44330000Barrer,","stenger, ledninger og profiler til bruk i konstruksjon44331000Barrer44332000Stenger (konstruksjon)44333000Ledninger44334000Profiler"
44332000Stenger,(konstruksjon)
44400000Diverse,"fabrikkerte produkter og tilbehør44410000Baderoms- og kjøkkenartikler44411000Sanitetsvarer44411100Tappekraner44411200Badekar44411300Håndvasker44411400Dusjkabinett44411600Bideer44411700Toalettseter, toalettlokk, toalettskåler og toalettsisterner44411710Toalettseter44411720Toalettlokk44411740Toalettskåler44411750Cisterner44411800Urinaler44420000Varer og artikler brukt i konstruksjon44421000Pansrede eller forsterkede pengeskap, bokser og dører44421300Pengeskap, safer44421500Pansrede eller forsterkede dører44421600Bankboksskap44421700Bokser og skap44421710Skap til bagasjeoppbevaring44421720Låsbare skap44421780Sikrede dokumentkasser, bankbokser44421790Pengekasser44422000Postkasser44423000Diverse artikler44423100Ringelokker44423200Stiger44423220Sammenleggbare trappestiger44423230Trappestol44423300Godshåndterings utstyr44423330Godsplattformer44423340Ståltaustilbehør for godshåndtering44423400Skilt og tilbehør44423450Navneskilt44423460Adresseskilt44423700Elementer til gatebrønner og -kummer44423710Beskyttelseshette44423720Grensekasser44423730Kummbeslag44423740Kummelokk44423750Avløpssdeksler44423760Adgangsdeksler, inspeksjonsluker44423790Trinnjern til kummer44423800Metallstempler44423810Gummistempler44423850Former44423900Offeranoder44424000Sikringsskap og teip44424100Sikringsskap44424200Selvklebende teip44424300Reflekterende teip44425000Ringer, forsegling, bånd, stikker og murspatler44425100Elastiske ringer44425110Selvklebende forsterkningsringer44425200Gummipakninger44425300Gummibånd44425400Tetningsmasser44425500Pinne av plast44430000Panserbekledning44431000Dekkplater44440000Lager44441000Mikroperler44442000Kulelager44450000Bløtt stål44451000Upreget mynt44452000Myntbokser44460000Støtter og gruveavstivere44461000Støtter44461100Gruvestøtter44462000Gruveavstivere44464000Belter til beltetraktorer, Caterpillars44470000Støpejernsprodukter44480000Diverse brannbeskyttelsesutstyr44481000Plattformsstiger44481100Brannstiger44482000Brannbeskyttelsesanordninger44482100Brannslanger44482200Brannhydranter"
44410000Baderoms-,"og kjøkkenartikler44411000Sanitetsvarer44411100Tappekraner44411200Badekar44411300Håndvasker44411400Dusjkabinett44411600Bideer44411700Toalettseter, toalettlokk, toalettskåler og toalettsisterner44411710Toalettseter44411720Toalettlokk44411740Toalettskåler44411750Cisterner44411800Urinaler"
"44411000Sanitetsvarer44411100Tappekraner44411200Badekar44411300Håndvasker44411400Dusjkabinett44411600Bideer44411700Toalettseter,","toalettlokk, toalettskåler og toalettsisterner44411710Toalettseter44411720Toalettlokk44411740Toalettskåler44411750Cisterner44411800Urinaler"
"44411700Toalettseter,","toalettlokk, toalettskåler og toalettsisterner44411710Toalettseter44411720Toalettlokk44411740Toalettskåler44411750Cisterner"
44420000Varer,"og artikler brukt i konstruksjon44421000Pansrede eller forsterkede pengeskap, bokser og dører44421300Pengeskap, safer44421500Pansrede eller forsterkede dører44421600Bankboksskap44421700Bokser og skap44421710Skap til bagasjeoppbevaring44421720Låsbare skap44421780Sikrede dokumentkasser, bankbokser44421790Pengekasser44422000Postkasser44423000Diverse artikler44423100Ringelokker44423200Stiger44423220Sammenleggbare trappestiger44423230Trappestol44423300Godshåndterings utstyr44423330Godsplattformer44423340Ståltaustilbehør for godshåndtering44423400Skilt og tilbehør44423450Navneskilt44423460Adresseskilt44423700Elementer til gatebrønner og -kummer44423710Beskyttelseshette44423720Grensekasser44423730Kummbeslag44423740Kummelokk44423750Avløpssdeksler44423760Adgangsdeksler, inspeksjonsluker44423790Trinnjern til kummer44423800Metallstempler44423810Gummistempler44423850Former44423900Offeranoder44424000Sikringsskap og teip44424100Sikringsskap44424200Selvklebende teip44424300Reflekterende teip44425000Ringer, forsegling, bånd, stikker og murspatler44425100Elastiske ringer44425110Selvklebende forsterkningsringer44425200Gummipakninger44425300Gummibånd44425400Tetningsmasser44425500Pinne av plast"
44421000Pansrede,"eller forsterkede pengeskap, bokser og dører44421300Pengeskap, safer44421500Pansrede eller forsterkede dører44421600Bankboksskap44421700Bokser og skap44421710Skap til bagasjeoppbevaring44421720Låsbare skap44421780Sikrede dokumentkasser, bankbokser44421790Pengekasser"
"44421300Pengeskap,",safer
44421500Pansrede,eller forsterkede dører
44421700Bokser,"og skap44421710Skap til bagasjeoppbevaring44421720Låsbare skap44421780Sikrede dokumentkasser, bankbokser44421790Pengekasser"
44421710Skap,til bagasjeoppbevaring
44421720Låsbare,skap
44421780Sikrede,"dokumentkasser, bankbokser"
44423000Diverse,"artikler44423100Ringelokker44423200Stiger44423220Sammenleggbare trappestiger44423230Trappestol44423300Godshåndterings utstyr44423330Godsplattformer44423340Ståltaustilbehør for godshåndtering44423400Skilt og tilbehør44423450Navneskilt44423460Adresseskilt44423700Elementer til gatebrønner og -kummer44423710Beskyttelseshette44423720Grensekasser44423730Kummbeslag44423740Kummelokk44423750Avløpssdeksler44423760Adgangsdeksler, inspeksjonsluker44423790Trinnjern til kummer44423800Metallstempler44423810Gummistempler44423850Former44423900Offeranoder"
44423200Stiger44423220Sammenleggbare,trappestiger44423230Trappestol
44423220Sammenleggbare,trappestiger
44423300Godshåndterings,utstyr44423330Godsplattformer44423340Ståltaustilbehør for godshåndtering
44423340Ståltaustilbehør,for godshåndtering
44423400Skilt,og tilbehør44423450Navneskilt44423460Adresseskilt
44423700Elementer,"til gatebrønner og -kummer44423710Beskyttelseshette44423720Grensekasser44423730Kummbeslag44423740Kummelokk44423750Avløpssdeksler44423760Adgangsdeksler, inspeksjonsluker44423790Trinnjern til kummer"
"44423760Adgangsdeksler,",inspeksjonsluker
44423790Trinnjern,til kummer
44424000Sikringsskap,og teip44424100Sikringsskap44424200Selvklebende teip44424300Reflekterende teip
44424200Selvklebende,teip
44424300Reflekterende,teip
"44425000Ringer,","forsegling, bånd, stikker og murspatler44425100Elastiske ringer44425110Selvklebende forsterkningsringer44425200Gummipakninger44425300Gummibånd44425400Tetningsmasser44425500Pinne av plast"
44425100Elastiske,ringer44425110Selvklebende forsterkningsringer
44425110Selvklebende,forsterkningsringer
44425500Pinne,av plast
44450000Bløtt,stål44451000Upreget mynt44452000Myntbokser
44451000Upreget,mynt
44460000Støtter,"og gruveavstivere44461000Støtter44461100Gruvestøtter44462000Gruveavstivere44464000Belter til beltetraktorer, Caterpillars"
